Time - Fc (N),Amplitude - Fc (N)
2.912,0.906308
2.914,0.903376
2.916,0.89991
2.918,0.895913
2.92,0.891386
2.922,0.886332
2.924,0.880752
2.926,0.87465
2.928,0.868029
2.93,0.860892
2.932,0.853244
2.934,0.845087
2.936,0.836428
2.938,0.82727
2.94,0.817618
2.942,0.807478
2.944,0.796856
2.946,0.785756
2.948,0.774187
2.95,0.762153
2.952,0.749662
2.954,0.73672
2.956,0.723336
2.958,0.709517
2.96,0.695271
2.962,0.680605
2.964,0.665529
2.966,0.650051
2.968,0.63418
2.97,0.617924
2.972,0.601295
2.974,0.584301
2.976,0.566952
2.978,0.549258
2.98,0.53123
2.982,0.512878
2.984,0.494214
2.986,0.475247
2.988,0.45599
2.99,0.436454
2.992,0.41665
2.994,0.396589
2.996,0.376285
2.998,0.355749
3,0.334993
3.002,0.31403
3.004,0.292872
3.006,0.271533
3.008,0.250024
3.01,0.228358
3.012,0.20655
3.014,0.184612
3.016,0.162556
3.018,0.140398
3.02,0.118149
3.022,0.0958241
3.024,0.0734362
3.026,0.050999
3.028,0.0285263
3.03,0.00603187
3.032,-0.0164706
3.034,-0.0389674
3.036,-0.0614446
3.038,-0.0838883
3.04,-0.106285
3.042,-0.128621
3.044,-0.150881
3.046,-0.173053
3.048,-0.195123
3.05,-0.217077
3.052,-0.238901
3.054,-0.260582
3.056,-0.282107
3.058,-0.303461
3.06,-0.324631
3.062,-0.345605
3.064,-0.366369
3.066,-0.38691
3.068,-0.407215
3.07,-0.427272
3.072,-0.447067
3.074,-0.466588
3.076,-0.485823
3.078,-0.504759
3.08,-0.523385
3.082,-0.541689
3.084,-0.559659
3.086,-0.577283
3.088,-0.594551
3.09,-0.61145
3.092,-0.627971
3.094,-0.644103
3.096,-0.659834
3.098,-0.675156
3.1,-0.690058
3.102,-0.704531
3.104,-0.718564
3.106,-0.732149
3.108,-0.745277
3.11,-0.757939
3.112,-0.770127
3.114,-0.781833
3.116,-0.793049
3.118,-0.803768
3.12,-0.813982
3.122,-0.823685
3.124,-0.83287
3.126,-0.84153
3.128,-0.849661
3.13,-0.857255
3.132,-0.864309
3.134,-0.870817
3.136,-0.876774
3.138,-0.882177
3.14,-0.887022
3.142,-0.891304
3.144,-0.895021
3.146,-0.898169
3.148,-0.900748
3.15,-0.902753
3.152,-0.904184
3.154,-0.905039
3.156,-0.905318
3.158,-0.905019
3.16,-0.904142
3.162,-0.902687
3.164,-0.900656
3.166,-0.898047
3.168,-0.894864
3.17,-0.891107
3.172,-0.886778
3.174,-0.88188
3.176,-0.876415
3.178,-0.870386
3.18,-0.863797
3.182,-0.856652
3.184,-0.848954
3.186,-0.840709
3.188,-0.83192
3.19,-0.822594
3.192,-0.812735
3.194,-0.802351
3.196,-0.791446
3.198,-0.780028
3.2,-0.768103
3.202,-0.75568
3.204,-0.742765
3.206,-0.729366
3.208,-0.715493
3.21,-0.701152
3.212,-0.686354
3.214,-0.671108
3.216,-0.655423
3.218,-0.639309
3.22,-0.622776
3.222,-0.605834
3.224,-0.588495
3.226,-0.570769
3.228,-0.552667
3.23,-0.534202
3.232,-0.515384
3.234,-0.496226
3.236,-0.47674
3.238,-0.456939
3.24,-0.436835
3.242,-0.416441
3.244,-0.39577
3.246,-0.374836
3.248,-0.353652
3.25,-0.332232
3.252,-0.31059
3.254,-0.28874
3.256,-0.266696
3.258,-0.244472
3.26,-0.222083
3.262,-0.199544
3.264,-0.176869
3.266,-0.154073
3.268,-0.131171
3.27,-0.108179
3.272,-0.0851107
3.274,-0.0619821
3.276,-0.0388083
3.278,-0.0156046
3.28,0.00761356
3.282,0.0308309
3.284,0.0540318
3.286,0.0772011
3.288,0.100323
3.29,0.123383
3.292,0.146364
3.294,0.169252
3.296,0.192032
3.298,0.214687
3.3,0.237204
3.302,0.259565
3.304,0.281758
3.306,0.303766
3.308,0.325575
3.31,0.34717
3.312,0.368537
3.314,0.38966
3.316,0.410525
3.318,0.431119
3.32,0.451428
3.322,0.471436
3.324,0.491131
3.326,0.5105
3.328,0.529528
3.33,0.548203
3.332,0.566512
3.334,0.584443
3.336,0.601982
3.338,0.619118
3.34,0.635839
3.342,0.652133
3.344,0.667989
3.346,0.683395
3.348,0.698342
3.35,0.712818
3.352,0.726813
3.354,0.740318
3.356,0.753322
3.358,0.765817
3.36,0.777794
3.362,0.789244
3.364,0.800159
3.366,0.810531
3.368,0.820353
3.37,0.829617
3.372,0.838317
3.374,0.846446
3.376,0.853998
3.378,0.860968
3.38,0.86735
3.382,0.87314
3.384,0.878334
3.386,0.882926
3.388,0.886914
3.39,0.890294
3.392,0.893064
3.394,0.895221
3.396,0.896763
3.398,0.897689
3.4,0.897997
3.402,0.897687
3.404,0.896759
3.406,0.895212
3.408,0.893048
3.41,0.890266
3.412,0.88687
3.414,0.88286
3.416,0.878239
3.418,0.87301
3.42,0.867175
3.422,0.860739
3.424,0.853705
3.426,0.846077
3.428,0.837861
3.43,0.829062
3.432,0.819686
3.434,0.809738
3.436,0.799225
3.438,0.788153
3.44,0.776531
3.442,0.764366
3.444,0.751666
3.446,0.738439
3.448,0.724694
3.45,0.71044
3.452,0.695688
3.454,0.680446
3.456,0.664726
3.458,0.648537
3.46,0.631891
3.462,0.614799
3.464,0.597273
3.466,0.579324
3.468,0.560966
3.47,0.54221
3.472,0.52307
3.474,0.503558
3.476,0.483689
3.478,0.463475
3.48,0.442931
3.482,0.422071
3.484,0.40091
3.486,0.379462
3.488,0.357742
3.49,0.335765
3.492,0.313548
3.494,0.291104
3.496,0.268451
3.498,0.245603
3.5,0.222577
3.502,0.19939
3.504,0.176057
3.506,0.152595
3.508,0.129021
3.51,0.105351
3.512,0.0816014
3.514,0.0577902
3.516,0.0339339
3.518,0.0100494
3.52,-0.0138463
3.522,-0.0377361
3.524,-0.0616029
3.526,-0.0854297
3.528,-0.109199
3.53,-0.132895
3.532,-0.156499
3.534,-0.179995
3.536,-0.203366
3.538,-0.226594
3.54,-0.249664
3.542,-0.272559
3.544,-0.295261
3.546,-0.317755
3.548,-0.340023
3.55,-0.362051
3.552,-0.383821
3.554,-0.405319
3.556,-0.426527
3.558,-0.447431
3.56,-0.468016
3.562,-0.488265
3.564,-0.508165
3.566,-0.527701
3.568,-0.546857
3.57,-0.565621
3.572,-0.583978
3.574,-0.601914
3.576,-0.619417
3.578,-0.636472
3.58,-0.653068
3.582,-0.669192
3.584,-0.684832
3.586,-0.699976
3.588,-0.714612
3.59,-0.72873
3.592,-0.742319
3.594,-0.755369
3.596,-0.76787
3.598,-0.779811
3.6,-0.791185
3.602,-0.801982
3.604,-0.812194
3.606,-0.821812
3.608,-0.830831
3.61,-0.839241
3.612,-0.847038
3.614,-0.854214
3.616,-0.860764
3.618,-0.866682
3.62,-0.871964
3.622,-0.876606
3.624,-0.880603
3.626,-0.883952
3.628,-0.88665
3.63,-0.888695
3.632,-0.890084
3.634,-0.890817
3.636,-0.890891
3.638,-0.890307
3.64,-0.889065
3.642,-0.887164
3.644,-0.884606
3.646,-0.881392
3.648,-0.877524
3.65,-0.873005
3.652,-0.867837
3.654,-0.862024
3.656,-0.855569
3.658,-0.848477
3.66,-0.840752
3.662,-0.832401
3.664,-0.823428
3.666,-0.81384
3.668,-0.803644
3.67,-0.792846
3.672,-0.781454
3.674,-0.769477
3.676,-0.756923
3.678,-0.743801
3.68,-0.73012
3.682,-0.71589
3.684,-0.701121
3.686,-0.685825
3.688,-0.670011
3.69,-0.653693
3.692,-0.63688
3.694,-0.619587
3.696,-0.601824
3.698,-0.583607
3.7,-0.564947
3.702,-0.545858
3.704,-0.526355
3.706,-0.506452
3.708,-0.486164
3.71,-0.465506
3.712,-0.444492
3.714,-0.42314
3.716,-0.401464
3.718,-0.37948
3.72,-0.357206
3.722,-0.334658
3.724,-0.311853
3.726,-0.288807
3.728,-0.265539
3.73,-0.242065
3.732,-0.218404
3.734,-0.194573
3.736,-0.17059
3.738,-0.146474
3.74,-0.122242
3.742,-0.0979132
3.744,-0.0735061
3.746,-0.0490391
3.748,-0.0245308
3.75,0
3.752,0.0245346
3.754,0.0490543
3.756,0.0735402
3.758,0.0979737
3.76,0.122336
3.762,0.146608
3.764,0.170772
3.766,0.194808
3.768,0.218698
3.77,0.242424
3.772,0.265967
3.774,0.28931
3.776,0.312433
3.778,0.335319
3.78,0.357951
3.782,0.38031
3.784,0.402379
3.786,0.424141
3.788,0.445578
3.79,0.466675
3.792,0.487414
3.794,0.507779
3.796,0.527754
3.798,0.547323
3.8,0.566472
3.802,0.585183
3.804,0.603444
3.806,0.621239
3.808,0.638554
3.81,0.655376
3.812,0.67169
3.814,0.687484
3.816,0.702746
3.818,0.717462
3.82,0.731621
3.822,0.745212
3.824,0.758223
3.826,0.770644
3.828,0.782465
3.83,0.793676
3.832,0.804268
3.834,0.814232
3.836,0.82356
3.838,0.832244
3.84,0.840277
3.842,0.847652
3.844,0.854363
3.846,0.860404
3.848,0.86577
3.85,0.870455
3.852,0.874457
3.854,0.877771
3.856,0.880394
3.858,0.882324
3.86,0.883558
3.862,0.884096
3.864,0.883935
3.866,0.883077
3.868,0.88152
3.87,0.879266
3.872,0.876316
3.874,0.872672
3.876,0.868336
3.878,0.863311
3.88,0.857601
3.882,0.85121
3.884,0.844141
3.886,0.836401
3.888,0.827995
3.89,0.81893
3.892,0.809211
3.894,0.798847
3.896,0.787844
3.898,0.776212
3.9,0.76396
3.902,0.751095
3.904,0.737629
3.906,0.723572
3.908,0.708935
3.91,0.693728
3.912,0.677963
3.914,0.661654
3.916,0.644812
3.918,0.62745
3.92,0.609583
3.922,0.591224
3.924,0.572387
3.926,0.553088
3.928,0.533341
3.93,0.513162
3.932,0.492567
3.934,0.471573
3.936,0.450195
3.938,0.428452
3.94,0.406359
3.942,0.383936
3.944,0.361199
3.946,0.338166
3.948,0.314857
3.95,0.29129
3.952,0.267484
3.954,0.243458
3.956,0.21923
3.958,0.194822
3.96,0.170252
3.962,0.14554
3.964,0.120706
3.966,0.0957704
3.968,0.0707535
3.97,0.0456753
3.972,0.0205563
3.974,-0.0045831
3.976,-0.0297224
3.978,-0.0548412
3.98,-0.0799188
3.982,-0.104935
3.984,-0.129869
3.986,-0.1547
3.988,-0.179409
3.99,-0.203974
3.992,-0.228376
3.994,-0.252595
3.996,-0.276609
3.998,-0.300401
4,-0.32395
4.002,-0.347236
4.004,-0.37024
4.006,-0.392943
4.008,-0.415326
4.01,-0.437371
4.012,-0.459059
4.014,-0.480372
4.016,-0.501293
4.018,-0.521802
4.02,-0.541885
4.022,-0.561523
4.024,-0.580699
4.026,-0.599399
4.028,-0.617606
4.03,-0.635304
4.032,-0.652479
4.034,-0.669116
4.036,-0.685201
4.038,-0.70072
4.04,-0.71566
4.042,-0.730008
4.044,-0.743751
4.046,-0.756879
4.048,-0.769379
4.05,-0.78124
4.052,-0.792453
4.054,-0.803007
4.056,-0.812894
4.058,-0.822105
4.06,-0.83063
4.062,-0.838464
4.064,-0.845598
4.066,-0.852027
4.068,-0.857744
4.07,-0.862744
4.072,-0.867023
4.074,-0.870576
4.076,-0.873401
4.078,-0.875493
4.08,-0.876851
4.082,-0.877473
4.084,-0.877358
4.086,-0.876506
4.088,-0.874917
4.09,-0.872592
4.092,-0.869532
4.094,-0.865739
4.096,-0.861216
4.098,-0.855966
4.1,-0.849993
4.102,-0.843302
4.104,-0.835898
4.106,-0.827786
4.108,-0.818973
4.11,-0.809467
4.112,-0.799274
4.114,-0.788402
4.116,-0.776861
4.118,-0.76466
4.12,-0.751808
4.122,-0.738317
4.124,-0.724196
4.126,-0.709458
4.128,-0.694115
4.13,-0.67818
4.132,-0.661665
4.134,-0.644584
4.136,-0.626952
4.138,-0.608783
4.14,-0.590092
4.142,-0.570894
4.144,-0.551207
4.146,-0.531046
4.148,-0.510428
4.15,-0.489371
4.152,-0.467892
4.154,-0.446009
4.156,-0.423741
4.158,-0.401107
4.16,-0.378126
4.162,-0.354817
4.164,-0.331201
4.166,-0.307296
4.168,-0.283124
4.17,-0.258706
4.172,-0.234061
4.174,-0.209211
4.176,-0.184178
4.178,-0.158983
4.18,-0.133647
4.182,-0.108192
4.184,-0.0826407
4.186,-0.0570142
4.188,-0.031335
4.19,-0.00562519
4.192,0.020093
4.194,0.0457973
4.196,0.0714654
4.198,0.097075
4.2,0.122604
4.202,0.14803
4.204,0.173331
4.206,0.198485
4.208,0.22347
4.21,0.248264
4.212,0.272845
4.214,0.297192
4.216,0.321283
4.218,0.345098
4.22,0.368615
4.222,0.391814
4.224,0.414674
4.226,0.437174
4.228,0.459296
4.23,0.48102
4.232,0.502325
4.234,0.523194
4.236,0.543607
4.238,0.563547
4.24,0.582995
4.242,0.601935
4.244,0.620348
4.246,0.63822
4.248,0.655533
4.25,0.672273
4.252,0.688423
4.254,0.70397
4.256,0.718899
4.258,0.733197
4.26,0.74685
4.262,0.759847
4.264,0.772174
4.266,0.783822
4.268,0.794779
4.27,0.805035
4.272,0.81458
4.274,0.823406
4.276,0.831505
4.278,0.838867
4.28,0.845488
4.282,0.85136
4.284,0.856477
4.286,0.860834
4.288,0.864428
4.29,0.867254
4.292,0.869309
4.294,0.870592
4.296,0.871099
4.298,0.870831
4.3,0.869787
4.302,0.867968
4.304,0.865374
4.306,0.862007
4.308,0.857871
4.31,0.852967
4.312,0.8473
4.314,0.840875
4.316,0.833697
4.318,0.825771
4.32,0.817104
4.322,0.807704
4.324,0.797578
4.326,0.786736
4.328,0.775186
4.33,0.762938
4.332,0.750002
4.334,0.736391
4.336,0.722115
4.338,0.707188
4.34,0.691622
4.342,0.67543
4.344,0.658627
4.346,0.641229
4.348,0.623249
4.35,0.604704
4.352,0.58561
4.354,0.565984
4.356,0.545844
4.358,0.525208
4.36,0.504093
4.362,0.482518
4.364,0.460504
4.366,0.438069
4.368,0.415234
4.37,0.392019
4.372,0.368444
4.374,0.344532
4.376,0.320304
4.378,0.295781
4.38,0.270985
4.382,0.24594
4.384,0.220667
4.386,0.19519
4.388,0.169531
4.39,0.143715
4.392,0.117764
4.394,0.091702
4.396,0.0655528
4.398,0.0393404
4.4,0.0130886
4.402,-0.0131785
4.404,-0.0394368
4.406,-0.0656624
4.408,-0.0918311
4.41,-0.117919
4.412,-0.143902
4.414,-0.169756
4.416,-0.195457
4.418,-0.220981
4.42,-0.246306
4.422,-0.271407
4.424,-0.296262
4.426,-0.320846
4.428,-0.345138
4.43,-0.369114
4.432,-0.392753
4.434,-0.416032
4.436,-0.43893
4.438,-0.461425
4.44,-0.483496
4.442,-0.505122
4.444,-0.526283
4.446,-0.54696
4.448,-0.567132
4.45,-0.58678
4.452,-0.605887
4.454,-0.624433
4.456,-0.642402
4.458,-0.659776
4.46,-0.676539
4.462,-0.692675
4.464,-0.708168
4.466,-0.723003
4.468,-0.737167
4.47,-0.750645
4.472,-0.763424
4.474,-0.775493
4.476,-0.786839
4.478,-0.797451
4.48,-0.80732
4.482,-0.816434
4.484,-0.824786
4.486,-0.832367
4.488,-0.839169
4.49,-0.845185
4.492,-0.85041
4.494,-0.854837
4.496,-0.858463
4.498,-0.861282
4.5,-0.863293
4.502,-0.864493
4.504,-0.864879
4.506,-0.864452
4.508,-0.86321
4.51,-0.861155
4.512,-0.858288
4.514,-0.854612
4.516,-0.850128
4.518,-0.844842
4.52,-0.838756
4.522,-0.831878
4.524,-0.824211
4.526,-0.815765
4.528,-0.806545
4.53,-0.79656
4.532,-0.785818
4.534,-0.774331
4.536,-0.762108
4.538,-0.74916
4.54,-0.735499
4.542,-0.721138
4.544,-0.706089
4.546,-0.690368
4.548,-0.673987
4.55,-0.656963
4.552,-0.639311
4.554,-0.621047
4.556,-0.602189
4.558,-0.582755
4.56,-0.562762
4.562,-0.542229
4.564,-0.521175
4.566,-0.49962
4.568,-0.477586
4.57,-0.455091
4.572,-0.432158
4.574,-0.408808
4.576,-0.385064
4.578,-0.360947
4.58,-0.336481
4.582,-0.31169
4.584,-0.286596
4.586,-0.261223
4.588,-0.235596
4.59,-0.20974
4.592,-0.183679
4.594,-0.157437
4.596,-0.131041
4.598,-0.104515
4.6,-0.0778856
4.602,-0.0511775
4.604,-0.0244169
4.606,0.00237046
4.608,0.0291588
4.61,0.0559221
4.612,0.0826344
4.614,0.10927
4.616,0.135803
4.618,0.162207
4.62,0.188458
4.622,0.214529
4.624,0.240394
4.626,0.26603
4.628,0.291409
4.63,0.316509
4.632,0.341304
4.634,0.36577
4.636,0.389882
4.638,0.413618
4.64,0.436953
4.642,0.459865
4.644,0.482332
4.646,0.50433
4.648,0.525838
4.65,0.546835
4.652,0.5673
4.654,0.587213
4.656,0.606553
4.658,0.625302
4.66,0.643441
4.662,0.660951
4.664,0.677815
4.666,0.694016
4.668,0.709538
4.67,0.724365
4.672,0.738482
4.674,0.751875
4.676,0.76453
4.678,0.776434
4.68,0.787575
4.682,0.797941
4.684,0.807522
4.686,0.816308
4.688,0.82429
4.69,0.831459
4.692,0.837808
4.694,0.84333
4.696,0.848018
4.698,0.851869
4.7,0.854877
4.702,0.857039
4.704,0.858352
4.706,0.858814
4.708,0.858426
4.71,0.857185
4.712,0.855093
4.714,0.852152
4.716,0.848364
4.718,0.843732
4.72,0.83826
4.722,0.831953
4.724,0.824818
4.726,0.81686
4.728,0.808086
4.73,0.798506
4.732,0.788129
4.734,0.776963
4.736,0.76502
4.738,0.752311
4.74,0.738849
4.742,0.724646
4.744,0.709716
4.746,0.694074
4.748,0.677735
4.75,0.660715
4.752,0.64303
4.754,0.624699
4.756,0.605738
4.758,0.586166
4.76,0.566003
4.762,0.545269
4.764,0.523984
4.766,0.50217
4.768,0.479847
4.77,0.457039
4.772,0.433767
4.774,0.410055
4.776,0.385927
4.778,0.361406
4.78,0.336518
4.782,0.311287
4.784,0.285738
4.786,0.259898
4.788,0.233791
4.79,0.207445
4.792,0.180886
4.794,0.154141
4.796,0.127236
4.798,0.100199
4.8,0.0730573
4.802,0.0458385
4.804,0.0185699
4.806,-0.0087205
4.808,-0.0360051
4.81,-0.0632562
4.812,-0.0904458
4.814,-0.117546
4.816,-0.14453
4.818,-0.17137
4.82,-0.198037
4.822,-0.224506
4.824,-0.250748
4.826,-0.276737
4.828,-0.302446
4.83,-0.327848
4.832,-0.352918
4.834,-0.377629
4.836,-0.401956
4.838,-0.425874
4.84,-0.449358
4.842,-0.472384
4.844,-0.494927
4.846,-0.516964
4.848,-0.538473
4.85,-0.559431
4.852,-0.579816
4.854,-0.599606
4.856,-0.618781
4.858,-0.637321
4.86,-0.655207
4.862,-0.672419
4.864,-0.688939
4.866,-0.70475
4.868,-0.719835
4.87,-0.734178
4.872,-0.747764
4.874,-0.760578
4.876,-0.772606
4.878,-0.783836
4.88,-0.794256
4.882,-0.803854
4.884,-0.812619
4.886,-0.820543
4.888,-0.827616
4.89,-0.83383
4.892,-0.839179
4.894,-0.843657
4.896,-0.847257
4.898,-0.849977
4.9,-0.851812
4.902,-0.852761
4.904,-0.852821
4.906,-0.851992
4.908,-0.850275
4.91,-0.84767
4.912,-0.84418
4.914,-0.839808
4.916,-0.834557
4.918,-0.828434
4.92,-0.821444
4.922,-0.813593
4.924,-0.804889
4.926,-0.795342
4.928,-0.784959
4.93,-0.773753
4.932,-0.761733
4.934,-0.748913
4.936,-0.735304
4.938,-0.720922
4.94,-0.70578
4.942,-0.689895
4.944,-0.673281
4.946,-0.655957
4.948,-0.637941
4.95,-0.61925
4.952,-0.599904
4.954,-0.579923
4.956,-0.559329
4.958,-0.538141
4.96,-0.516383
4.962,-0.494076
4.964,-0.471245
4.966,-0.447912
4.968,-0.424103
4.97,-0.399843
4.972,-0.375156
4.974,-0.350068
4.976,-0.324607
4.978,-0.298799
4.98,-0.272671
4.982,-0.24625
4.984,-0.219565
4.986,-0.192643
4.988,-0.165514
4.99,-0.138206
4.992,-0.110748
4.994,-0.0831687
4.996,-0.055498
4.998,-0.0277653
5,0
5.002,0.0277682
5.004,0.0555096
5.006,0.0831947
5.008,0.110794
5.01,0.138277
5.012,0.165615
5.014,0.192779
5.016,0.219739
5.018,0.246467
5.02,0.272933
5.022,0.299109
5.024,0.324967
5.026,0.350478
5.028,0.375616
5.03,0.400352
5.032,0.424661
5.034,0.448515
5.036,0.471889
5.038,0.494757
5.04,0.517095
5.042,0.538877
5.044,0.56008
5.046,0.580682
5.048,0.600658
5.05,0.619988
5.052,0.63865
5.054,0.656623
5.056,0.673888
5.058,0.690425
5.06,0.706216
5.062,0.721244
5.064,0.735492
5.066,0.748944
5.068,0.761585
5.07,0.7734
5.072,0.784377
5.074,0.794503
5.076,0.803766
5.078,0.812156
5.08,0.819663
5.082,0.826279
5.084,0.831995
5.086,0.836806
5.088,0.840704
5.09,0.843686
5.092,0.845748
5.094,0.846887
5.096,0.847101
5.098,0.846389
5.1,0.844751
5.102,0.84219
5.104,0.838706
5.106,0.834304
5.108,0.828987
5.11,0.822761
5.112,0.815632
5.114,0.807608
5.116,0.798697
5.118,0.788907
5.12,0.77825
5.122,0.766736
5.124,0.754378
5.126,0.741189
5.128,0.727182
5.13,0.712373
5.132,0.696778
5.134,0.680413
5.136,0.663296
5.138,0.645445
5.14,0.62688
5.142,0.607621
5.144,0.587688
5.146,0.567104
5.148,0.54589
5.15,0.524069
5.152,0.501667
5.154,0.478706
5.156,0.455213
5.158,0.431213
5.16,0.406731
5.162,0.381796
5.164,0.356435
5.166,0.330675
5.168,0.304545
5.17,0.278073
5.172,0.25129
5.174,0.224224
5.176,0.196906
5.178,0.169366
5.18,0.141634
5.182,0.113742
5.184,0.0857197
5.186,0.0575992
5.188,0.0294116
5.19,0.0011883
5.192,-0.0270391
5.194,-0.055239
5.196,-0.0833798
5.198,-0.11143
5.2,-0.139358
5.202,-0.167133
5.204,-0.194723
5.206,-0.222098
5.208,-0.249225
5.21,-0.276076
5.212,-0.302619
5.214,-0.328825
5.216,-0.354663
5.218,-0.380105
5.22,-0.405122
5.222,-0.429685
5.224,-0.453766
5.226,-0.477338
5.228,-0.500374
5.23,-0.522848
5.232,-0.544734
5.234,-0.566007
5.236,-0.586642
5.238,-0.606616
5.24,-0.625907
5.242,-0.64449
5.244,-0.662347
5.246,-0.679454
5.248,-0.695794
5.25,-0.711346
5.252,-0.726093
5.254,-0.740018
5.256,-0.753104
5.258,-0.765336
5.26,-0.776699
5.262,-0.78718
5.264,-0.796768
5.266,-0.805449
5.268,-0.813214
5.27,-0.820054
5.272,-0.82596
5.274,-0.830924
5.276,-0.834942
5.278,-0.838007
5.28,-0.840115
5.282,-0.841264
5.284,-0.841452
5.286,-0.840677
5.288,-0.838941
5.29,-0.836245
5.292,-0.832591
5.294,-0.827982
5.296,-0.822425
5.298,-0.815924
5.3,-0.808486
5.302,-0.800119
5.304,-0.790833
5.306,-0.780638
5.308,-0.769544
5.31,-0.757565
5.312,-0.744713
5.314,-0.731002
5.316,-0.716449
5.318,-0.701068
5.32,-0.684878
5.322,-0.667897
5.324,-0.650144
5.326,-0.631638
5.328,-0.612402
5.33,-0.592456
5.332,-0.571823
5.334,-0.550527
5.336,-0.528592
5.338,-0.506044
5.34,-0.482907
5.342,-0.459208
5.344,-0.434975
5.346,-0.410235
5.348,-0.385017
5.35,-0.35935
5.352,-0.333263
5.354,-0.306786
5.356,-0.27995
5.358,-0.252786
5.36,-0.225325
5.362,-0.1976
5.364,-0.169642
5.366,-0.141483
5.368,-0.113157
5.37,-0.0846969
5.372,-0.0561349
5.374,-0.0275047
5.376,0.00116021
5.378,0.0298264
5.38,0.0584604
5.382,0.0870286
5.384,0.115498
5.386,0.143834
5.388,0.172005
5.39,0.199976
5.392,0.227716
5.394,0.255191
5.396,0.282369
5.398,0.309218
5.4,0.335707
5.402,0.361803
5.404,0.387477
5.406,0.412697
5.408,0.437433
5.41,0.461657
5.412,0.485339
5.414,0.508452
5.416,0.530967
5.418,0.552858
5.42,0.574098
5.422,0.594663
5.424,0.614527
5.426,0.633667
5.428,0.652059
5.43,0.669681
5.432,0.686513
5.434,0.702533
5.436,0.717723
5.438,0.732063
5.44,0.745537
5.442,0.758128
5.444,0.76982
5.446,0.780599
5.448,0.790452
5.45,0.799366
5.452,0.807331
5.454,0.814336
5.456,0.820373
5.458,0.825433
5.46,0.829511
5.462,0.832601
5.464,0.834698
5.466,0.8358
5.468,0.835904
5.47,0.83501
5.472,0.833119
5.474,0.830232
5.476,0.826352
5.478,0.821484
5.48,0.815632
5.482,0.808802
5.484,0.801004
5.486,0.792244
5.488,0.782535
5.49,0.771885
5.492,0.760309
5.494,0.747818
5.496,0.734428
5.498,0.720155
5.5,0.705014
5.502,0.689024
5.504,0.672203
5.506,0.654572
5.508,0.63615
5.51,0.61696
5.512,0.597025
5.514,0.576368
5.516,0.555014
5.518,0.532987
5.52,0.510315
5.522,0.487025
5.524,0.463143
5.526,0.438699
5.528,0.413722
5.53,0.388242
5.532,0.36229
5.534,0.335896
5.536,0.309093
5.538,0.281913
5.54,0.254388
5.542,0.226552
5.544,0.198438
5.546,0.170081
5.548,0.141514
