Time - Fc (N,Amplitude - Fc (N
23.458,0.162915
23.46,0.135148
23.462,0.105803
23.464,0.0752247
23.466,0.0437732
23.468,0.0118184
23.47,-0.0202642
23.472,-0.0520974
23.474,-0.0833069
23.476,-0.113526
23.478,-0.1424
23.48,-0.169588
23.482,-0.194773
23.484,-0.217658
23.486,-0.237974
23.488,-0.255483
23.49,-0.26998
23.492,-0.281294
23.494,-0.289294
23.496,-0.293886
23.498,-0.295017
23.5,-0.292674
23.502,-0.286885
23.504,-0.277721
23.506,-0.265289
23.508,-0.249736
23.51,-0.231247
23.512,-0.21004
23.514,-0.186366
23.516,-0.160504
23.518,-0.13276
23.52,-0.103461
23.522,-0.072952
23.524,-0.0415942
23.526,-0.00975695
23.528,0.0221841
23.53,0.0538522
23.532,0.0848741
23.534,0.114884
23.536,0.143528
23.538,0.170468
23.54,0.195388
23.542,0.217993
23.544,0.238017
23.546,0.255225
23.548,0.269413
23.55,0.280417
23.552,0.288105
23.554,0.292388
23.556,0.293217
23.558,0.290582
23.56,0.284516
23.562,0.275091
23.564,0.262418
23.566,0.24665
23.568,0.227972
23.57,0.206606
23.572,0.182806
23.574,0.156853
23.576,0.129055
23.578,0.0997402
23.58,0.0692568
23.582,0.037965
23.584,0.00623538
23.586,-0.0255568
23.588,-0.0570353
23.59,-0.0878278
23.592,-0.11757
23.594,-0.14591
23.596,-0.172513
23.598,-0.197065
23.6,-0.219275
23.602,-0.238881
23.604,-0.255651
23.606,-0.269387
23.608,-0.279928
23.61,-0.28715
23.612,-0.290967
23.614,-0.291335
23.616,-0.288252
23.618,-0.281753
23.62,-0.271917
23.622,-0.258862
23.624,-0.242743
23.626,-0.223752
23.628,-0.202114
23.63,-0.178088
23.632,-0.151957
23.634,-0.124034
23.636,-0.0946498
23.638,-0.0641529
23.64,-0.0329058
23.642,-0.00127932
23.644,0.030351
23.646,0.0616098
23.648,0.0921261
23.65,0.121538
23.652,0.149496
23.654,0.175669
23.656,0.199746
23.658,0.221443
23.66,0.240501
23.662,0.256696
23.664,0.269835
23.666,0.279763
23.668,0.286364
23.67,0.289558
23.672,0.28931
23.674,0.285622
23.676,0.278541
23.678,0.26815
23.68,0.254574
23.682,0.237975
23.684,0.218552
23.686,0.196537
23.688,0.172191
23.69,0.145805
23.692,0.117694
23.694,0.088192
23.696,0.0576513
23.698,0.0264353
23.7,-0.00508409
23.702,-0.0365316
23.704,-0.0675329
23.706,-0.0977187
23.708,-0.12673
23.71,-0.154221
23.712,-0.179865
23.714,-0.203358
23.716,-0.224418
23.718,-0.242797
23.72,-0.258276
23.722,-0.270671
23.724,-0.279835
23.726,-0.285659
23.728,-0.288076
23.73,-0.287057
23.732,-0.282615
23.734,-0.274804
23.736,-0.263717
23.738,-0.249489
23.74,-0.23229
23.742,-0.212325
23.744,-0.189833
23.746,-0.165084
23.748,-0.138374
23.75,-0.110021
23.752,-0.0803658
23.754,-0.0497613
23.756,-0.0185737
23.758,0.0128244
23.76,0.044058
23.762,0.0747539
23.764,0.104546
23.766,0.133078
23.768,0.160009
23.77,0.185018
23.772,0.207807
23.774,0.228104
23.776,0.245667
23.778,0.260286
23.78,0.271788
23.782,0.280035
23.784,0.28493
23.786,0.286416
23.788,0.284475
23.79,0.279131
23.792,0.270449
23.794,0.258534
23.796,0.24353
23.798,0.225616
23.8,0.205009
23.802,0.181954
23.804,0.156729
23.806,0.129637
23.808,0.101003
23.81,0.0711689
23.812,0.0404935
23.814,0.00934418
23.816,-0.0219057
23.818,-0.0528817
23.82,-0.0832127
23.822,-0.112535
23.824,-0.140498
23.826,-0.166767
23.828,-0.191027
23.83,-0.212987
23.832,-0.232386
23.834,-0.24899
23.836,-0.262602
23.838,-0.273059
23.84,-0.280237
23.842,-0.28405
23.844,-0.284453
23.846,-0.281442
23.848,-0.275055
23.85,-0.265368
23.852,-0.252499
23.854,-0.236604
23.856,-0.217874
23.858,-0.196534
23.86,-0.172842
23.862,-0.147082
23.864,-0.119565
23.866,-0.0906223
23.868,-0.060601
23.87,-0.0298625
23.872,0.00122356
23.874,0.0322835
23.876,0.0629439
23.878,0.0928364
23.88,0.121602
23.882,0.148894
23.884,0.174386
23.886,0.197771
23.888,0.218769
23.89,0.237128
23.892,0.252626
23.894,0.26508
23.896,0.274339
23.898,0.280293
23.9,0.282871
23.902,0.282044
23.904,0.277821
23.906,0.270254
23.908,0.259437
23.91,0.245499
23.912,0.228609
23.914,0.208972
23.916,0.186825
23.918,0.162435
23.92,0.136097
23.922,0.108129
23.924,0.0788675
23.926,0.0486666
23.928,0.0178902
23.93,-0.0130904
23.932,-0.0439018
23.934,-0.0741723
23.936,-0.103537
23.938,-0.131642
23.94,-0.158149
23.942,-0.182738
23.944,-0.205113
23.946,-0.225005
23.948,-0.242174
23.95,-0.256414
23.952,-0.267554
23.954,-0.27546
23.956,-0.280037
23.958,-0.281231
23.96,-0.279028
23.962,-0.273457
23.964,-0.264585
23.966,-0.25252
23.968,-0.237409
23.97,-0.219435
23.972,-0.198816
23.974,-0.175802
23.976,-0.150672
23.978,-0.12373
23.98,-0.095302
23.982,-0.0657326
23.984,-0.0353795
23.986,-0.00460985
23.988,0.0262041
23.99,0.0566895
23.992,0.0864778
23.994,0.115209
23.996,0.142535
23.998,0.168126
24,0.191673
24.002,0.212891
24.004,0.231525
24.006,0.247348
24.008,0.260171
24.01,0.269839
24.012,0.276235
24.014,0.279283
24.016,0.278947
24.018,0.275232
24.02,0.268184
24.022,0.257889
24.024,0.244473
24.026,0.228099
24.028,0.208967
24.03,0.187308
24.032,0.163387
24.034,0.137494
24.036,0.109943
24.038,0.081069
24.04,0.0512229
24.042,0.0207666
24.044,-0.00993012
24.046,-0.0404948
24.048,-0.0705567
24.05,-0.099751
24.052,-0.127724
24.054,-0.154136
24.056,-0.178666
24.058,-0.201019
24.06,-0.220922
24.062,-0.238135
24.064,-0.25245
24.066,-0.263693
24.068,-0.271728
24.07,-0.276459
24.072,-0.27783
24.074,-0.275824
24.076,-0.270467
24.078,-0.261825
24.08,-0.250003
24.082,-0.235147
24.084,-0.217438
24.086,-0.197091
24.088,-0.174355
24.09,-0.149507
24.092,-0.122851
24.094,-0.0947097
24.096,-0.0654271
24.098,-0.0353595
24.1,-0.00487299
24.102,0.0256613
24.104,0.0558716
24.106,0.0853904
24.108,0.113859
24.11,0.14093
24.112,0.166274
24.114,0.189585
24.116,0.210577
24.118,0.228997
24.12,0.24462
24.122,0.257257
24.124,0.266754
24.126,0.272997
24.128,0.275911
24.13,0.275461
24.132,0.271654
24.134,0.264535
24.136,0.254195
24.138,0.240758
24.14,0.224391
24.142,0.205293
24.144,0.183699
24.146,0.159871
24.148,0.134103
24.15,0.106707
24.152,0.0780204
24.154,0.0483922
24.156,0.0181846
24.158,-0.0122334
24.16,-0.0424905
24.162,-0.0722172
24.164,-0.101051
24.166,-0.128639
24.168,-0.154646
24.17,-0.178754
24.172,-0.200669
24.174,-0.220124
24.176,-0.236881
24.178,-0.250738
24.18,-0.261524
24.182,-0.269111
24.184,-0.273404
24.186,-0.274353
24.188,-0.271948
24.19,-0.266217
24.192,-0.257234
24.194,-0.245107
24.196,-0.229987
24.198,-0.212059
24.2,-0.191544
24.202,-0.168692
24.204,-0.143785
24.206,-0.117128
24.208,-0.0890471
24.21,-0.059887
24.212,-0.030005
24.214,0.000232953
24.216,0.0304564
24.218,0.0602953
24.22,0.0893842
24.222,0.117367
24.224,0.143901
24.226,0.168662
24.228,0.191346
24.23,0.211677
24.232,0.229406
24.234,0.244316
24.236,0.256225
24.238,0.264988
24.24,0.270499
24.242,0.27269
24.244,0.271536
24.246,0.267052
24.248,0.259294
24.25,0.248357
24.252,0.234378
24.254,0.217528
24.256,0.198015
24.258,0.176079
24.26,0.15199
24.262,0.126045
24.264,0.0985623
24.266,0.0698798
24.268,0.0403504
24.27,0.0103367
24.272,-0.0197922
24.274,-0.0496664
24.276,-0.0789188
24.278,-0.10719
24.28,-0.134134
24.282,-0.159418
24.284,-0.182733
24.286,-0.203793
24.288,-0.222339
24.29,-0.238145
24.292,-0.251016
24.294,-0.260795
24.296,-0.267363
24.298,-0.27064
24.3,-0.270586
24.302,-0.267203
24.304,-0.260534
24.306,-0.250661
24.308,-0.237707
24.31,-0.221832
24.312,-0.203233
24.314,-0.18214
24.316,-0.158811
24.318,-0.133537
24.32,-0.106627
24.322,-0.0784153
24.324,-0.0492483
24.326,-0.019486
24.328,0.0105048
24.33,0.0403544
24.332,0.0696952
24.334,0.0981655
24.336,0.125415
24.338,0.151107
24.34,0.174927
24.342,0.196581
24.344,0.215802
24.346,0.232354
24.348,0.246034
24.35,0.256674
24.352,0.264143
24.354,0.26835
24.356,0.269245
24.358,0.266816
24.36,0.261096
24.362,0.252155
24.364,0.240104
24.366,0.225095
24.368,0.207312
24.37,0.186976
24.372,0.164338
24.374,0.13968
24.376,0.113306
24.378,0.0855432
24.38,0.056734
24.382,0.027235
24.384,-0.00258889
24.386,-0.0323691
24.388,-0.0617375
24.39,-0.0903312
24.392,-0.117797
24.394,-0.143795
24.396,-0.168005
24.398,-0.190128
24.4,-0.20989
24.402,-0.227049
24.404,-0.241391
24.406,-0.252742
24.408,-0.26096
24.41,-0.265946
24.412,-0.267639
24.414,-0.266018
24.416,-0.261104
24.418,-0.25296
24.42,-0.241687
24.422,-0.227425
24.424,-0.210353
24.426,-0.190682
24.428,-0.168656
24.43,-0.14455
24.432,-0.118663
24.434,-0.0913153
24.436,-0.0628468
24.438,-0.0336106
24.44,-0.00396946
24.442,0.0257092
24.444,0.0550574
24.446,0.0837112
24.448,0.111316
24.45,0.137529
24.452,0.162025
24.454,0.184503
24.456,0.204682
24.458,0.222314
24.46,0.23718
24.462,0.249097
24.464,0.257917
24.466,0.263533
24.468,0.265874
24.47,0.264914
24.472,0.260665
24.474,0.253181
24.476,0.242555
24.478,0.228921
24.48,0.212448
24.482,0.193343
24.484,0.171843
24.486,0.148216
24.488,0.122757
24.49,0.0957822
24.492,0.0676275
24.494,0.0386433
24.496,0.00919017
24.498,-0.0203655
24.5,-0.049656
24.502,-0.0783174
24.504,-0.105993
24.506,-0.132339
24.508,-0.157029
24.51,-0.179754
24.512,-0.200234
24.514,-0.218214
24.516,-0.23347
24.518,-0.245815
24.52,-0.255094
24.522,-0.261193
24.524,-0.264038
24.526,-0.263594
24.528,-0.259867
24.53,-0.252904
24.532,-0.242794
24.534,-0.229663
24.536,-0.213676
24.538,-0.195033
24.54,-0.173966
24.542,-0.15074
24.544,-0.125644
24.546,-0.0989917
24.548,-0.071116
24.55,-0.0423647
24.552,-0.0130967
24.554,0.0163229
24.556,0.0455271
24.558,0.0741517
24.56,0.10184
24.562,0.128246
24.564,0.153041
24.566,0.175916
24.568,0.196587
24.57,0.214795
24.572,0.230314
24.574,0.242952
24.576,0.252551
24.578,0.258992
24.58,0.262196
24.582,0.262123
24.584,0.258777
24.586,0.252198
24.588,0.242471
24.59,0.229719
24.592,0.2141
24.594,0.195812
24.596,0.175083
24.598,0.152174
24.6,0.127372
24.602,0.100987
24.604,0.0733498
24.606,0.0448065
24.608,0.0157143
24.61,-0.0135628
24.612,-0.0426583
24.614,-0.0712083
24.616,-0.0988556
24.618,-0.125255
24.62,-0.150075
24.622,-0.173007
24.624,-0.193764
24.626,-0.212086
24.628,-0.227746
24.63,-0.240546
24.632,-0.250329
24.634,-0.256973
24.636,-0.260395
24.638,-0.260553
24.64,-0.257446
24.642,-0.251115
24.644,-0.241639
24.646,-0.229138
24.648,-0.21377
24.65,-0.195728
24.652,-0.17524
24.654,-0.152563
24.656,-0.127982
24.658,-0.101805
24.66,-0.0743626
24.662,-0.0459983
24.664,-0.0170684
24.666,0.0120638
24.668,0.0410327
24.67,0.0694748
24.672,0.0970334
24.674,0.123363
24.676,0.148133
24.678,0.171032
24.68,0.191775
24.682,0.210101
24.684,0.225781
24.686,0.238619
24.688,0.248454
24.69,0.255163
24.692,0.258663
24.694,0.258912
24.696,0.255907
24.698,0.249686
24.7,0.24033
24.702,0.227956
24.704,0.212721
24.706,0.194817
24.708,0.174471
24.71,0.151939
24.712,0.127505
24.714,0.101477
24.716,0.0741832
24.718,0.0459672
24.72,0.0171842
24.722,-0.0118032
24.724,-0.0406301
24.726,-0.0689337
24.728,-0.0963579
24.73,-0.122558
24.732,-0.147203
24.734,-0.169985
24.736,-0.190617
24.738,-0.208839
24.74,-0.224423
24.742,-0.237173
24.744,-0.246929
24.746,-0.25357
24.748,-0.257012
24.75,-0.257214
24.752,-0.254173
24.754,-0.24793
24.756,-0.238563
24.758,-0.226192
24.76,-0.210973
24.762,-0.1931
24.764,-0.172799
24.766,-0.150326
24.768,-0.125966
24.77,-0.100027
24.772,-0.072836
24.774,-0.0447373
24.776,-0.0160856
24.778,0.0127573
24.78,0.0414272
24.782,0.0695622
24.784,0.0968072
24.786,0.122818
24.788,0.147268
24.79,0.169847
24.792,0.190271
24.794,0.208283
24.796,0.223655
24.798,0.236195
24.8,0.245745
24.802,0.252185
24.804,0.255435
24.806,0.255454
24.808,0.252243
24.81,0.245844
24.812,0.236339
24.814,0.223849
24.816,0.208533
24.818,0.190585
24.82,0.170233
24.822,0.147737
24.824,0.123379
24.826,0.0974712
24.828,0.0703401
24.83,0.0423299
24.832,0.0137955
24.834,-0.0149017
24.836,-0.0433982
24.838,-0.0713332
24.84,-0.0983531
24.842,-0.124116
24.844,-0.148296
24.846,-0.170587
24.848,-0.190707
24.85,-0.208403
24.852,-0.22345
24.854,-0.235658
24.856,-0.244875
24.858,-0.250983
24.86,-0.253907
24.862,-0.25361
24.864,-0.250097
24.866,-0.243413
24.868,-0.233645
24.87,-0.220918
24.872,-0.205393
24.874,-0.187268
24.876,-0.166775
24.878,-0.144174
24.88,-0.119753
24.882,-0.0938216
24.884,-0.0667103
24.886,-0.0387634
24.888,-0.0103361
24.89,0.0182105
24.892,0.0465138
24.894,0.0742145
24.896,0.100961
24.898,0.126413
24.9,0.150249
24.902,0.172165
24.904,0.191884
24.906,0.209156
24.908,0.223763
24.91,0.235518
24.912,0.244275
24.914,0.249921
24.916,0.252388
24.918,0.251643
24.92,0.247698
24.922,0.240604
24.924,0.230452
24.926,0.217372
24.928,0.201532
24.93,0.183134
24.932,0.162413
24.934,0.139633
24.936,0.115086
24.938,0.0890835
24.94,0.0619579
24.942,0.0340548
24.944,0.00572982
24.946,-0.0226561
24.948,-0.0507415
24.95,-0.0781685
24.952,-0.104588
24.954,-0.129664
24.956,-0.153076
24.958,-0.174528
24.96,-0.193746
24.962,-0.210486
24.964,-0.224536
24.966,-0.235716
24.968,-0.243886
24.97,-0.248943
24.972,-0.250822
24.974,-0.249501
24.976,-0.244998
24.978,-0.23737
24.98,-0.226717
24.982,-0.213176
24.984,-0.19692
24.986,-0.178157
24.988,-0.157128
24.99,-0.134102
24.992,-0.109373
24.994,-0.0832584
24.996,-0.0560917
24.998,-0.0282201
25,0
25.002,0.0282081
25.004,0.0560437
25.006,0.0831514
25.008,0.109185
25.01,0.133812
25.012,0.156718
25.014,0.177611
25.016,0.196224
25.018,0.212321
25.02,0.225696
25.022,0.236179
25.024,0.243636
25.026,0.247974
25.028,0.249138
25.03,0.247115
25.032,0.24193
25.034,0.233651
25.036,0.222386
25.038,0.208279
25.04,0.191512
25.042,0.172301
25.044,0.150892
25.046,0.12756
25.048,0.102604
25.05,0.0763451
25.052,0.0491195
25.054,0.0212764
25.056,-0.00682725
25.058,-0.0348314
25.06,-0.0623771
25.062,-0.0891116
25.064,-0.114692
25.066,-0.138792
25.068,-0.161102
25.07,-0.181337
25.072,-0.199238
25.074,-0.214576
25.076,-0.227156
25.078,-0.236817
25.08,-0.243435
25.082,-0.246928
25.084,-0.247251
25.086,-0.244401
25.088,-0.238416
25.09,-0.229373
25.092,-0.217391
25.094,-0.202622
25.096,-0.185259
25.098,-0.165524
25.1,-0.143672
25.102,-0.119985
25.104,-0.0947664
25.106,-0.0683417
25.108,-0.0410504
25.11,-0.0132436
25.112,0.0147214
25.114,0.0424851
25.116,0.0696907
25.118,0.0959887
25.12,0.121041
25.122,0.144527
25.124,0.166144
25.126,0.185615
25.128,0.202691
25.13,0.217152
25.132,0.228814
25.134,0.237527
25.136,0.24318
25.138,0.245702
25.14,0.24506
25.142,0.241265
25.144,0.234366
25.146,0.224453
25.148,0.211655
25.15,0.196137
25.152,0.1781
25.154,0.157778
25.156,0.135432
25.158,0.111352
25.16,0.0858471
25.162,0.0592477
25.164,0.0318965
25.166,0.00414612
25.168,-0.0236455
25.17,-0.0511202
25.172,-0.077924
25.174,-0.103711
25.176,-0.12815
25.178,-0.150926
25.18,-0.171746
25.182,-0.190341
25.184,-0.206473
25.186,-0.219934
25.188,-0.230552
25.19,-0.238191
25.192,-0.242752
25.194,-0.244179
25.196,-0.242453
25.198,-0.237598
25.2,-0.229679
25.202,-0.218797
25.204,-0.205095
25.206,-0.18875
25.208,-0.169974
25.21,-0.149012
25.212,-0.126134
25.214,-0.101636
25.216,-0.0758355
25.218,-0.0490667
25.22,-0.0216755
25.222,0.00598383
25.224,0.0335536
25.226,0.0606775
25.228,0.0870049
25.23,0.112196
25.232,0.135925
25.234,0.157885
25.236,0.177794
25.238,0.195394
25.24,0.210458
25.242,0.222793
25.244,0.232239
25.246,0.238676
25.248,0.24202
25.25,0.242231
25.252,0.239305
25.254,0.233283
25.256,0.224243
25.258,0.212303
25.26,0.197619
25.262,0.180382
25.264,0.160815
25.266,0.139174
25.268,0.11574
25.27,0.0908158
25.272,0.0647261
25.274,0.037809
25.276,0.0104138
25.278,-0.0171042
25.28,-0.0443883
25.282,-0.0710847
25.284,-0.0968475
25.286,-0.121343
25.288,-0.144254
25.29,-0.165283
25.292,-0.184159
25.294,-0.200637
25.296,-0.214504
25.298,-0.225582
25.3,-0.233727
25.302,-0.238835
25.304,-0.24084
25.306,-0.239717
25.308,-0.235483
25.31,-0.228193
25.312,-0.217942
25.314,-0.204866
25.316,-0.189134
25.318,-0.170953
25.32,-0.150558
25.322,-0.128216
25.324,-0.104219
25.326,-0.0788771
25.328,-0.0525217
25.33,-0.0254953
25.332,0.00185038
25.334,0.0291598
25.336,0.0560779
25.338,0.0822546
25.34,0.10735
25.342,0.131038
25.344,0.15301
25.346,0.172982
25.348,0.190695
25.35,0.205918
25.352,0.218454
25.354,0.228141
25.356,0.234855
25.358,0.238508
25.36,0.239054
25.362,0.236488
25.364,0.230843
25.366,0.222194
25.368,0.210655
25.37,0.196377
25.372,0.179547
25.374,0.160385
25.376,0.139142
25.378,0.116096
25.38,0.0915464
25.382,0.0658149
25.384,0.039237
25.386,0.0121595
25.388,-0.0150643
25.39,-0.0420794
25.392,-0.0685336
25.394,-0.0940819
25.396,-0.118392
25.398,-0.141146
25.4,-0.162048
25.402,-0.180827
25.404,-0.197237
25.406,-0.211066
25.408,-0.222133
25.41,-0.230296
25.412,-0.235449
25.414,-0.237525
25.416,-0.236498
25.418,-0.232384
25.42,-0.225236
25.422,-0.21515
25.424,-0.202257
25.426,-0.186728
25.428,-0.168767
25.43,-0.148607
25.432,-0.126515
25.434,-0.10278
25.436,-0.0777114
25.438,-0.0516385
25.44,-0.0249023
25.442,0.00214742
25.444,0.0291567
25.446,0.0557725
25.448,0.0816466
25.45,0.106441
25.452,0.129831
25.454,0.151513
25.456,0.171201
25.458,0.18864
25.46,0.203603
25.462,0.215893
25.464,0.225352
25.466,0.231856
25.468,0.235321
25.47,0.235703
25.472,0.232998
25.474,0.227242
25.476,0.218512
25.478,0.206924
25.48,0.19263
25.482,0.175818
25.484,0.15671
25.486,0.135557
25.488,0.112637
25.49,0.0882503
25.492,0.0627181
25.494,0.0363752
25.496,0.00956744
25.498,-0.0173536
25.5,-0.0440346
25.502,-0.0701258
25.504,-0.0952852
25.506,-0.119183
25.508,-0.141506
25.51,-0.161961
25.512,-0.180282
25.514,-0.196228
25.516,-0.209591
25.518,-0.220196
25.52,-0.227906
25.522,-0.232619
25.524,-0.234275
25.526,-0.232853
25.528,-0.228374
25.53,-0.220897
25.532,-0.210521
25.534,-0.197383
25.536,-0.181658
25.538,-0.163553
25.54,-0.143307
25.542,-0.121186
25.544,-0.0974825
25.546,-0.0725081
25.548,-0.0465918
25.55,-0.0200748
25.552,0.00669402
25.554,0.0333624
25.556,0.0595796
25.558,0.0850009
25.56,0.109292
25.562,0.132134
25.564,0.153226
25.566,0.172292
25.568,0.189082
25.57,0.203374
25.572,0.214983
25.574,0.223755
25.576,0.229577
25.578,0.232373
25.58,0.232107
25.582,0.228783
25.584,0.222448
25.586,0.213184
25.588,0.201116
25.59,0.186403
25.592,0.16924
25.594,0.149855
25.596,0.128503
25.598,0.105467
25.6,0.0810509
25.602,0.0555776
25.604,0.0293832
25.606,0.00281355
25.608,-0.0237809
25.61,-0.0500492
25.612,-0.0756451
25.614,-0.100231
25.616,-0.123483
25.618,-0.145094
25.62,-0.16478
25.622,-0.182282
25.624,-0.197369
25.626,-0.209844
25.628,-0.219542
25.63,-0.226336
25.632,-0.230138
25.634,-0.230898
25.636,-0.228608
25.638,-0.223299
25.64,-0.215042
25.642,-0.203947
25.644,-0.190163
25.646,-0.173871
25.648,-0.155289
25.65,-0.134663
25.652,-0.112266
25.654,-0.0883954
25.656,-0.0633669
25.658,-0.0375121
25.66,-0.0111733
25.662,0.0153009
25.664,0.0415603
25.666,0.0672576
25.668,0.0920528
25.67,0.115618
25.672,0.137642
25.674,0.157834
25.676,0.175928
25.678,0.191683
25.68,0.204894
25.682,0.215385
25.684,0.223019
25.686,0.227695
25.688,0.229353
25.69,0.227973
25.692,0.223573
25.694,0.216212
25.696,0.20599
25.698,0.193043
25.7,0.177543
25.702,0.159697
25.704,0.139743
25.706,0.117945
25.708,0.0945941
25.71,0.0699995
25.712,0.0444881
25.714,0.0183987
25.716,-0.00792238
25.718,-0.0341259
25.72,-0.0598643
25.722,-0.0847962
25.724,-0.108591
25.726,-0.130933
25.728,-0.151527
25.73,-0.1701
25.732,-0.186405
25.734,-0.200228
25.736,-0.211385
25.738,-0.21973
25.74,-0.225153
25.742,-0.227582
25.744,-0.226987
25.746,-0.223376
25.748,-0.216799
25.75,-0.207344
25.752,-0.195138
25.754,-0.180345
25.756,-0.163161
25.758,-0.143816
25.76,-0.122568
25.762,-0.0997005
25.764,-0.0755181
25.766,-0.0503428
25.768,-0.02451
25.77,0.00163664
25.772,0.027749
25.774,0.0534797
25.776,0.0784865
25.778,0.102437
25.78,0.125012
25.782,0.145913
25.784,0.164862
25.786,0.181606
25.788,0.195924
25.79,0.207627
25.792,0.216559
25.794,0.222602
25.796,0.225677
25.798,0.225744
25.8,0.222803
25.802,0.216896
25.804,0.2081
25.806,0.196535
25.808,0.182357
25.81,0.165754
25.812,0.146949
25.814,0.126194
25.816,0.103767
25.818,0.0799662
25.82,0.0551104
25.822,0.0295315
25.824,0.00357093
25.826,-0.0224248
25.828,-0.0481089
25.83,-0.0731386
25.832,-0.0971802
25.834,-0.119913
25.836,-0.141035
25.838,-0.160263
25.84,-0.177343
25.842,-0.192046
25.844,-0.204178
25.846,-0.213577
25.848,-0.220118
25.85,-0.223717
25.852,-0.224324
25.854,-0.221935
25.856,-0.216581
25.858,-0.208335
25.86,-0.197309
25.862,-0.183651
25.864,-0.167544
25.866,-0.149206
25.868,-0.128881
25.87,-0.106842
25.872,-0.0833859
25.874,-0.0588255
25.876,-0.0334902
25.878,-0.00771906
25.88,0.0181428
25.882,0.0437494
25.884,0.0687582
25.886,0.0928346
25.888,0.115657
25.89,0.13692
25.892,0.156339
25.894,0.173656
25.896,0.18864
25.898,0.20109
25.9,0.210841
25.902,0.217762
25.904,0.221764
25.906,0.222793
25.908,0.220836
25.91,0.21592
25.912,0.208114
25.914,0.197522
25.916,0.184288
25.918,0.16859
25.92,0.150639
25.922,0.130677
25.924,0.108972
25.926,0.085817
25.928,0.061522
25.93,0.0364136
25.932,0.010829
25.934,-0.0148884
25.936,-0.0403935
25.938,-0.0653441
25.94,-0.0894055
25.942,-0.112255
25.944,-0.133587
25.946,-0.153114
25.948,-0.170577
25.95,-0.18574
25.952,-0.198402
25.954,-0.208393
25.956,-0.21558
25.958,-0.219867
25.96,-0.221198
25.962,-0.219557
25.964,-0.214967
25.966,-0.207489
25.968,-0.197227
25.97,-0.184318
25.972,-0.168938
25.974,-0.151295
25.976,-0.131626
25.978,-0.110196
25.98,-0.0872952
25.982,-0.0632314
25.984,-0.0383289
25.986,-0.012923
25.988,0.0126442
25.99,0.0380287
25.992,0.0628889
25.994,0.0868905
25.996,0.109711
25.998,0.131043
26,0.1506
26.002,0.16812
26.004,0.183368
26.006,0.196139
26.008,0.206262
26.01,0.213601
26.012,0.21806
26.014,0.219578
26.016,0.218138
26.018,0.213758
26.02,0.2065
26.022,0.196463
26.024,0.183782
26.026,0.16863
26.028,0.151212
26.03,0.131763
26.032,0.110548
26.034,0.0878521
26.036,0.0639827
26.038,0.039262
26.04,0.0140239
26.042,-0.0113908
26.044,-0.0366392
26.046,-0.0613806
26.048,-0.0852814
26.05,-0.108019
26.052,-0.129287
26.054,-0.1488
26.056,-0.166293
26.058,-0.181533
26.06,-0.194313
26.062,-0.204462
26.064,-0.211845
26.066,-0.216363
26.068,-0.217955
26.07,-0.216601
26.072,-0.212321
26.074,-0.205174
26.076,-0.195257
26.078,-0.182706
26.08,-0.167692
26.082,-0.150417
26.084,-0.131118
26.086,-0.110055
26.088,-0.0875141
26.09,-0.063801
26.092,-0.0392367
26.094,-0.0141539
26.096,0.0111079
26.098,0.0362066
26.1,0.0608029
26.102,0.0845639
26.104,0.107168
26.106,0.128311
26.108,0.147706
26.11,0.165091
26.112,0.180232
26.114,0.192924
26.116,0.202998
26.118,0.210316
26.12,0.214782
26.122,0.216336
26.124,0.214958
26.126,0.210668
26.128,0.203525
26.13,0.193627
26.132,0.181109
26.134,0.166143
26.136,0.148932
26.138,0.129709
26.14,0.108738
26.142,0.0863027
26.144,0.062708
26.146,0.0382747
26.148,0.0133344
26.15,-0.0117742
26.152,-0.0367103
26.154,-0.0611357
26.156,-0.084719
26.158,-0.10714
26.16,-0.128096
26.162,-0.147302
26.164,-0.164499
26.166,-0.179453
26.168,-0.191962
26.17,-0.201858
26.172,-0.209008
26.174,-0.213314
26.176,-0.21472
26.178,-0.213208
26.18,-0.2088
26.182,-0.201556
26.184,-0.191576
26.186,-0.178998
26.188,-0.163993
26.19,-0.146765
26.192,-0.127551
26.194,-0.106612
26.196,-0.0842341
26.198,-0.0607218
26.2,-0.0363954
26.202,-0.0115863
26.204,0.0133678
26.206,0.0381273
26.208,0.0623554
26.21,0.0857224
26.212,0.107911
26.214,0.128619
26.216,0.147566
26.218,0.164493
26.22,0.179173
26.222,0.191404
26.224,0.201023
26.226,0.207899
26.228,0.211939
26.23,0.21309
26.232,0.211337
26.234,0.206705
26.236,0.199258
26.238,0.1891
26.24,0.176369
26.242,0.16124
26.244,0.143921
26.246,0.124648
26.248,0.103686
26.25,0.0813202
26.252,0.0578569
26.254,0.0336164
26.256,0.00892971
26.258,-0.0158661
26.26,-0.0404327
26.262,-0.0644349
26.264,-0.0875453
26.266,-0.109449
26.268,-0.129847
26.27,-0.148463
26.272,-0.165041
26.274,-0.179358
26.276,-0.191218
26.278,-0.20046
26.28,-0.20696
26.282,-0.210629
26.284,-0.211418
26.286,-0.209319
26.288,-0.204361
26.29,-0.196612
26.292,-0.18618
26.294,-0.173209
26.296,-0.157877
26.298,-0.140394
26.3,-0.121
26.302,-0.0999626
26.304,-0.0775686
26.306,-0.0541253
26.308,-0.0299537
26.31,-0.00538491
26.312,0.0192448
26.314,0.0435985
26.316,0.0673429
26.318,0.0901534
26.32,0.111718
26.322,0.131742
26.324,0.149953
26.326,0.166101
